L,seed,arm,per_event_site_records,time,event,site,mass_before,fresh_mass_added,mass_after,graph_distance_to_current_track,graph_distance_to_frozen_C256,occupancy_threshold,occupied_after,n_shell_preload_decisions,n_remote_halo_decisions,shell_preload_decision_fraction,remote_halo_mass_exactly_zero,engine_steps_since_injection,RECONSTRUCTIBLE_WITHOUT_ENGINE,proof_of_absence
24,980007,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1355,30,0.9783393501805054,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980007,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1105,25,0.9778761061946902,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980007,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,372,25,0.9370277078085643,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980007,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,797,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,405,72,0.8490566037735849,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1038,33,0.969187675070028,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,710,31,0.9581646423751687,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,566,26,0.956081081081081,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
24,980008,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,933,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,868,70,0.9253731343283582,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1058,29,0.9733210671573137,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,701,31,0.9576502732240437,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,253,33,0.8846153846153846,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980100,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,910,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1111,70,0.9407281964436918,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,924,29,0.9695697796432319,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,665,32,0.9540889526542324,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,196,33,0.8558951965065502,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980101,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,919,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1037,72,0.9350766456266907,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,789,35,0.9575242718446602,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,537,37,0.9355400696864111,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,229,35,0.8674242424242424,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980102,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,823,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,904,73,0.925281473899693,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1092,26,0.9767441860465116,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,550,38,0.935374149659864,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,554,34,0.9421768707482994,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980103,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,836,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,952,68,0.9333333333333333,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,1118,25,0.9781277340332458,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,738,31,0.9596879063719116,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,409,30,0.9316628701594533,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980104,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,D1_LEGACY_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,1,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,D1_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",1,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,924,0,1.0,True,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,D2_REDESIGNED_Q005,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,519,76,0.8722689075630252,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,D2_REDESIGNED_Q020,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,725,43,0.9440104166666666,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,D2_REDESIGNED_Q050,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,690,42,0.9426229508196722,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,D2_REDESIGNED_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,"1 for every ACCEPTED_SUBTHRESHOLD_ADJACENT decision, >=2 for every ACCEPTED decision",2,0.45,False by construction: P2' caps the adjacent site at THRESH-EPS,664,39,0.9445234708392604,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980105,DIRECT_INTERFACE_Q100,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,inside,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
32,980106,SHAM,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,ABSENT,n/a,n/a,0.45,n/a,0,0,,False,ABSENT,False,"dsc_harness.branch() reads r['sites'] only inside the assertion and never writes it; no dynamic_source_capture_event_ledger* file exists in the workdir, DSC_DELIVERY/, the archive or the git tree of f4f0a93"
